Resource,type,name,base_name,extension,size,date,sha1,md5,mime_type,file_type,programming_language,is_binary,is_text,is_archive,is_media,is_source,is_script,is_legal,is_manifest,is_readme,is_top_level,files_count,dirs_count,size_count,scan_errors,license__key,license__score,license__name,license__short_name,license__category,license__is_exception,license__owner,license__homepage_url,license__text_url,license__reference_url,license__spdx_license_key,license__spdx_url,matched_rule__identifier,matched_rule__license_expression,matched_rule__licenses,matched_rule__is_license_text,matched_rule__is_license_notice,matched_rule__is_license_reference,matched_rule__is_license_tag,matched_rule__matcher,matched_rule__rule_length,matched_rule__matched_length,matched_rule__match_coverage,matched_rule__rule_relevance,author,start_line,end_line,copyright,copyright_holder
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/PKG-INFO,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,29.00,BSD-3-Clause,BSD-3-Clause,Permissive,False,Regents of the University of California,http://www.opensource.org/licenses/BSD-3-Clause,http://www.opensource.org/licenses/BSD-3-Clause,https://enterprise.dejacode.com/urn/urn:dje:license:bsd-new,BSD-3-Clause,https://spdx.org/licenses/BSD-3-Clause,pypi_bsd_license.RULE,bsd-new,[u'bsd-new'],False,False,False,True,2-aho,5,5,100.00,29.00,,96,96,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/PKG-INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armin Ronacher Author-email armin.ronacher@active-4.com,6,6,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/README.rst,file,README.rst,README,.rst,2056,2018-05-02,55bb7362aa5bc999e183009f2cbad67184a64566,ca3ebff0f7a439e288fc5836733bade5,text/plain,ASCII text,,False,True,False,False,False,False,False,False,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/README.rst,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,11.00,BSD-3-Clause,BSD-3-Clause,Permissive,False,Regents of the University of California,http://www.opensource.org/licenses/BSD-3-Clause,http://www.opensource.org/licenses/BSD-3-Clause,https://enterprise.dejacode.com/urn/urn:dje:license:bsd-new,BSD-3-Clause,https://spdx.org/licenses/BSD-3-Clause,bsd-new_89.RULE,bsd-new,[u'bsd-new'],False,False,True,False,2-aho,2,2,100.00,11.00,,62,62,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/setup.cfg,file,setup.cfg,setup,.cfg,349,2018-05-02,58c8aae295fd4f6e56f43000b8abb8d0868faaef,87b237487b47fe2e0374c9ac241b6b36,text/plain,ASCII text,INI,False,True,False,False,True,False,False,True,False,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/setup.py,file,setup.py,setup,.py,2588,2018-05-02,14839b6374c5594ae209e276925b795c5345b389,532531d6c7435f0ca6f2ca8c2b321bfe,text/x-python,"Python script, ASCII text executable",Python,False,True,False,False,True,True,False,True,False,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/setup.py,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,11.00,BSD-3-Clause,BSD-3-Clause,Permissive,False,Regents of the University of California,http://www.opensource.org/licenses/BSD-3-Clause,http://www.opensource.org/licenses/BSD-3-Clause,https://enterprise.dejacode.com/urn/urn:dje:license:bsd-new,BSD-3-Clause,https://spdx.org/licenses/BSD-3-Clause,bsd-new_89.RULE,bsd-new,[u'bsd-new'],False,False,True,False,2-aho,2,2,100.00,11.00,,24,24,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/setup.py,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,29.00,BSD-3-Clause,BSD-3-Clause,Permissive,False,Regents of the University of California,http://www.opensource.org/licenses/BSD-3-Clause,http://www.opensource.org/licenses/BSD-3-Clause,https://enterprise.dejacode.com/urn/urn:dje:license:bsd-new,BSD-3-Clause,https://spdx.org/licenses/BSD-3-Clause,pypi_bsd_license.RULE,bsd-new,[u'bsd-new'],False,False,False,True,2-aho,5,5,100.00,29.00,,62,62,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/tox.ini,file,tox.ini,tox,.ini,1643,2018-05-02,530e84c3a855e1836dce3c478da4ad77dda9dfa5,ab3c7819d7c5c1d36924cf5885d6cbaf,text/plain,ASCII text,INI,False,True,False,False,True,False,False,False,False,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/artwork/,directory,artwork,artwork,,0,,,,,,,False,False,False,False,False,False,False,False,False,True,3,0,87369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/artwork/LICENSE,file,LICENSE,LICENSE,,803,2017-04-15,d34c37d09c2a91fa58164ce2fb000cea681a0674,a8878760339c3d795783af03e833623c,text/plain,ASCII text,,False,True,False,False,False,False,True,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/artwork/LICENSE,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-top,60.88,BSD-Top,BSD-Top,Permissive,False,nexB,,,https://enterprise.dejacode.com/urn/urn:dje:license:bsd-top,,,bsd-top_2.RULE,bsd-top,[u'bsd-top'],False,True,False,False,3-seq,68,46,67.65,90.00,,8,17,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/artwork/LICENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Copyright (c) 2010 by Armin Ronacher.,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/artwork/LICENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,Armin Ronacher.
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/artwork/logo-full.svg,file,logo-full.svg,logo-full,.svg,78447,2017-04-15,1d6c189bff79a21bcea0ef68cce2179437cb987e,02506f7e0e9d8fb29139475c4381b61d,image/svg+xml,SVG Scalable Vector Graphics image,,False,True,False,True,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/artwork/logo-lineart.svg,file,logo-lineart.svg,logo-lineart,.svg,8119,2017-06-03,9abbefa302438d08997263506e8d749fc7196a3e,5fd8df01808595762bbd67d32cde248a,image/svg+xml,SVG Scalable Vector Graphics image,,False,True,False,True,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/,directory,docs,docs,,0,,,,,,,False,False,False,False,False,False,False,False,False,True,94,4,804202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/advanced_foreword.rst,file,advanced_foreword.rst,advanced_foreword,.rst,2422,2018-05-02,5ede086cb7499cb8e591227d63288a5d13d07886,8e44d9f73c90d7e9041b70f324ea09d0,text/x-c++,"C++ source, UTF-8 Unicode text",,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/api.rst,file,api.rst,api,.rst,25241,2018-05-02,ee149b45160d37e36ae1b917dd416272520f972a,0057ddbb2249bc581539cdfbb8553cd5,text/plain,UTF-8 Unicode text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/appcontext.rst,file,appcontext.rst,appcontext,.rst,5499,2018-05-02,98e0544ed51398910859b7ebbb70dbde433a5477,ecbc4a7562db2d9b7b7eb105242faed0,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/becomingbig.rst,file,becomingbig.rst,becomingbig,.rst,4677,2017-06-14,bd0ce5a195bb403716a499e9f7c428542991142d,e60210e4d9c09da4d1a3a4f89ef8e3e4,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/blueprints.rst,file,blueprints.rst,blueprints,.rst,11266,2018-05-02,81c23224c992a181599879e46f3314feeb79c4a1,dfa001ecad68d37b25781565847dd61f,text/x-c++,"C++ source, ASCII text",,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/changelog.rst,file,changelog.rst,changelog,.rst,28,2018-05-02,afda90e84c48d8613e6ffd5605b629f612a84355,79475bdeb9f559dca4211cdda4089591,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/cli.rst,file,cli.rst,cli,.rst,14543,2018-05-02,a8d19a94205081b78c571e446448fc06280df81b,cf09b7fe40a6b800feb3da02b41b91d7,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/conf.py,file,conf.py,conf,.py,5079,2018-05-02,6ac8d8362784f3e9088cdc60197829c67ab3e551,a4be3a4775753ddd8208f1eb8ac6f37d,text/x-python,"Python script, ASCII text executable",Python,False,True,False,False,True,True,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/conf.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,copyright 2010 Pallets Team,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/conf.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,Pallets Team
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/conf.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pallets Team,12,12,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/config.rst,file,config.rst,config,.rst,23102,2018-05-02,b04c0bb4c03712d9cf2b41522576db0e2b339681,c04604adaff5afe8a9aa8d9f4d693d7f,text/plain,UTF-8 Unicode text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/contents.rst.inc,file,contents.rst.inc,contents.rst,.inc,994,2018-05-02,60905589fc5f9a2a3641d67114ab9321a36cade0,ac56f6713aef256da98ebcc09ab47bd6,text/plain,ASCII text,POVRay,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/contributing.rst,file,contributing.rst,contributing,.rst,33,2018-05-02,d929c0e6cd9ae3c6c046128e124f93b4e2f410e9,c9a00107815f75a29c12243085f267dc,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/design.rst,file,design.rst,design,.rst,8980,2017-04-15,ffa9485620fe132e81aed7a745a9941dc178e274,0e1694d6842ecf6f25005000d44d5e3b,text/x-c++,"C++ source, ASCII text",,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/errorhandling.rst,file,errorhandling.rst,errorhandling,.rst,8131,2018-05-02,d102e57ca04e42d973f98e4fc5f67e2e320d1387,b72a8dff304d87a15cf1fa0b7ae976ea,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/extensiondev.rst,file,extensiondev.rst,extensiondev,.rst,13444,2018-05-02,bce9d601470be0bbce28031abfbb3590df47bcd3,41a119af76977393f30eb0ea93f18024,text/x-python,"Python script, ASCII text executable",,False,True,False,False,False,True,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/extensiondev.rst,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,11.00,BSD-3-Clause,BSD-3-Clause,Permissive,False,Regents of the University of California,http://www.opensource.org/licenses/BSD-3-Clause,http://www.opensource.org/licenses/BSD-3-Clause,https://enterprise.dejacode.com/urn/urn:dje:license:bsd-new,BSD-3-Clause,https://spdx.org/licenses/BSD-3-Clause,bsd-new_89.RULE,bsd-new,[u'bsd-new'],False,False,True,False,2-aho,2,2,100.00,11.00,,84,84,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/extensiondev.rst,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,29.00,BSD-3-Clause,BSD-3-Clause,Permissive,False,Regents of the University of California,http://www.opensource.org/licenses/BSD-3-Clause,http://www.opensource.org/licenses/BSD-3-Clause,https://enterprise.dejacode.com/urn/urn:dje:license:bsd-new,BSD-3-Clause,https://spdx.org/licenses/BSD-3-Clause,pypi_bsd_license.RULE,bsd-new,[u'bsd-new'],False,False,False,True,2-aho,5,5,100.00,29.00,,102,102,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/extensiondev.rst,,,,,,,,,,,,,,,,,,,,,,,,,,wtfpl-2.0,50.00,WTFPL 2.0,WTFPL 2.0,Public Domain,False,Sam Hocevar,http://sam.zoy.org/wtfpl/,http://sam.zoy.org/wtfpl/COPYING,https://enterprise.dejacode.com/urn/urn:dje:license:wtfpl-2.0,WTFPL,https://spdx.org/licenses/WTFPL,spdx_license_id_wtfpl_for_wtfpl-2.0.RULE,wtfpl-2.0,[u'wtfpl-2.0'],False,False,True,False,2-aho,1,1,100.00,50.00,,325,325,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/extensions.rst,file,extensions.rst,extensions,.rst,1524,2018-05-02,86ab1bef95b6477140a156e07a779faf186eb3f8,f4eae161f08c966e7a08de6b14ed729a,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/flaskstyle.sty,file,flaskstyle.sty,flaskstyle,.sty,3106,2018-04-18,3fc160bbc1067024269ebd4d0520fc4320ddf0b0,f66709bfddfcdc4076187a293bf3eb74,text/x-tex,"LaTeX document, ASCII text",Django/Jinja,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/foreword.rst,file,foreword.rst,foreword,.rst,2807,2017-06-03,c280ab70a2097a39aba8ed94b32064fd36a44353,55c937097c4b2a6022b172b9a18360b1,text/plain,UTF-8 Unicode text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/htmlfaq.rst,file,htmlfaq.rst,htmlfaq,.rst,9678,2017-06-03,ef6964e528732b47f22d9c6bc0763555dd838594,df946092f895fa4ca0d47494471277dc,text/html,"HTML document, ASCII text",,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/index.rst,file,index.rst,index,.rst,961,2018-05-02,6a83bf9c9e07bf6b0f5b4d507201a97379e906ca,eb7bc94af5282b4e87aafa27451e9252,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/installation.rst,file,installation.rst,installation,.rst,4832,2018-05-02,57325d4ce2854deebf82c7089158c4eea5b8c51b,16ece679907ebb429b8a6b840f09e2d8,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/latexindex.rst,file,latexindex.rst,latexindex,.rst,81,2017-04-15,bb0ba014819c677bc3786f0bb51ad29345109459,2fa0d78fed16c22c5895260b46654e48,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/license.rst,file,license.rst,license,.rst,1191,2018-02-06,2241a8e5f2cf8d8ac71fd25d29ee3c197a46f7f1,d040ba3ce1a010b1f85a97a9b1df160d,text/plain,ASCII text,,False,True,False,False,False,False,True,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/license.rst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,copyright in Flask,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/license.rst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,in Flask
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/logging.rst,file,logging.rst,logging,.rst,5607,2018-05-02,0bb2ef8bf27c2ffe28cde524daafb1b3355a4cb6,bc10d9c85867b28922c80fea6724b605,text/x-python,"Python script, ASCII text executable",,False,True,False,False,False,True,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/logo.pdf,file,logo.pdf,logo,.pdf,23915,2018-04-13,650fbe66439d39dfa0815786a5eb498fc1e4e07b,9665d83fa41cd41fdd7ac072e5b0d2c2,application/pdf,"PDF document, version 1.4",,True,False,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/make.bat,file,make.bat,make,.bat,809,2018-05-02,010173e7ee6dd0c8f6e6335ab7746d107e0e8b00,9ac55f1b4595ce330fc51616efbe7500,text/x-msdos-batch,"DOS batch file, ASCII text, with CRLF line terminators",Batchfile,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/Makefile,file,Makefile,Makefile,,602,2018-04-19,d3f563b175264f9e2811dc8136cd8fbc6fe5d4ec,2aadbc9a0c013bd592dfebe4d6b69a4d,text/plain,ASCII text,Makefile,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/quickstart.rst,file,quickstart.rst,quickstart,.rst,31064,2018-05-02,caaa7d6fd2e99c72b6a642b24571d21afd93f2a7,7888e54d64b019c3f9e8654bcf7a89e5,text/x-python,"Python script, ASCII text executable",,False,True,False,False,False,True,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/reqcontext.rst,file,reqcontext.rst,reqcontext,.rst,10123,2018-05-02,ea48cf83c8a4f43cf60e354aa8f4531d23d4065c,ed65e707dfc51aa363c707b82a0f72d7,text/x-python,"Python script, ASCII text executable",,False,True,False,False,False,True,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/security.rst,file,security.rst,security,.rst,10069,2018-05-02,44d0c6532ca29c4bd517096216a7692eed557d72,84babcb5e4e1d014f1e413b10ff327b3,text/html,"HTML document, ASCII text",,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/server.rst,file,server.rst,server,.rst,1991,2018-05-02,7df9a01f977bcf167ff760060bb6fa23d3e7952a,e53e20ee63cfeb0e40eed62165989ab3,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/shell.rst,file,shell.rst,shell,.rst,3694,2017-06-03,9e2b0c738130ea92a37617f62b6d1b4f0bf80fb2,de80a306e9fb478efe0e6dc984bf0ae5,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Flask-1.0.2.tar.gz-extract/Flask-1.0.2/docs/signals.rst,file,signals.rst,signals,.rst,7091,2018-05-02,3920eea73812144513d3fe73ba1217166b53ff5f,0067b8cbead0a035665229c9102ca02a,text/x-python,"Python script, ASCII text executable",,False,True,False,False,False,True,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
