Resource,type,name,base_name,extension,size,date,sha1,md5,mime_type,file_type,programming_language,is_binary,is_text,is_archive,is_media,is_source,is_script,is_legal,is_manifest,is_readme,is_top_level,files_count,dirs_count,size_count,scan_errors,license__key,license__score,license__name,license__short_name,license__category,license__is_exception,license__owner,license__homepage_url,license__text_url,license__reference_url,license__spdx_license_key,license__spdx_url,matched_rule__identifier,matched_rule__license_expression,matched_rule__licenses,matched_rule__is_license_text,matched_rule__is_license_notice,matched_rule__is_license_reference,matched_rule__is_license_tag,matched_rule__matcher,matched_rule__rule_length,matched_rule__matched_length,matched_rule__match_coverage,matched_rule__rule_relevance,author,start_line,end_line,copyright,copyright_holder
/fs-extra-7.0.0.tgz-extract/,directory,fs-extra-7.0.0.tgz-extract,fs-extra-7.0.0.tgz-extract,,0,,,,,,,False,False,False,False,False,False,False,False,False,True,60,16,148793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/,directory,package,package,,0,,,,,,,False,False,False,False,False,False,False,False,False,True,60,15,148793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/CHANGELOG.md,file,CHANGELOG.md,CHANGELOG,.md,60898,2018-07-17,ba9e97e78a9133b66e5ff62fa363a6304fb4a8ce,644ea22441d48c2f64ef0e9d8cfd1639,text/plain,"UTF-8 Unicode text, with very long lines",,False,True,False,False,False,False,False,False,False,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/CHANGELOG.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017. - BREAKING Remove,141,141,,
/fs-extra-7.0.0.tgz-extract/package/LICENSE,file,LICENSE,LICENSE,,1084,2018-01-10,dd164bc611bca7ba8ead40ec4c2851081e5a16b9,ea817882455c03503f7d014a8f54f095,text/plain,ASCII text,,False,True,False,False,False,False,True,False,False,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/LICENSE,,,,,,,,,,,,,,,,,,,,,,,,,,mit,97.66,MIT License,MIT License,Permissive,False,MIT,http://opensource.org/licenses/mit-license.php,http://opensource.org/licenses/mit-license.php,https://enterprise.dejacode.com/urn/urn:dje:license:mit,MIT,https://spdx.org/licenses/MIT,mit_160.RULE,mit,[u'mit'],True,False,False,False,3-seq,167,167,100.00,100.00,,1,15,,
/fs-extra-7.0.0.tgz-extract/package/LICENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,Copyright (c) 2011-2017 JP Richardson,
/fs-extra-7.0.0.tgz-extract/package/LICENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,JP Richardson
/fs-extra-7.0.0.tgz-extract/package/package.json,file,package.json,package,.json,1679,2018-07-17,f1136ccdab8ab095b4ae5c9bab6c3fff477ab928,fe3a9123037aa4ec57bb299c4d6fbd63,text/plain,ASCII text,,False,True,False,False,False,False,False,True,False,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/package.json,,,,,,,,,,,,,,,,,,,,,,,,,,mit,99.00,MIT License,MIT License,Permissive,False,MIT,http://opensource.org/licenses/mit-license.php,http://opensource.org/licenses/mit-license.php,https://enterprise.dejacode.com/urn/urn:dje:license:mit,MIT,https://spdx.org/licenses/MIT,mit_34.RULE,mit,[u'mit'],False,False,False,True,2-aho,2,2,100.00,99.00,,37,37,,
/fs-extra-7.0.0.tgz-extract/package/README.md,file,README.md,README,.md,9774,2018-07-17,a07e4b82b558a8b6e5b07789ae78fdf2c5b46d31,19fd3e233602a3cc0da93bd2dd324507,text/plain,"ASCII text, with very long lines",Objective-C,False,True,False,False,False,False,False,False,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/README.md,,,,,,,,,,,,,,,,,,,,,,,,,,mit,17.00,MIT License,MIT License,Permissive,False,MIT,http://opensource.org/licenses/mit-license.php,http://opensource.org/licenses/mit-license.php,https://enterprise.dejacode.com/urn/urn:dje:license:mit,MIT,https://spdx.org/licenses/MIT,mit_172.RULE,mit,[u'mit'],False,False,True,False,2-aho,3,3,100.00,17.00,,254,254,,
/fs-extra-7.0.0.tgz-extract/package/README.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,256,Copyright (c) 2011-2017 JP Richardson (https://github.com/jprichardson),
/fs-extra-7.0.0.tgz-extract/package/README.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,256,,JP Richardson
/fs-extra-7.0.0.tgz-extract/package/docs/,directory,docs,docs,,0,,,,,,,False,False,False,False,False,False,False,False,False,True,27,0,25096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/copy-sync.md,file,copy-sync.md,copy-sync,.md,1704,2018-05-01,6056ca7c02e8a566a5becb8cfc2ff706dbcf1208,4df96e1b92f42af1177e07c6adcc043e,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/copy.md,file,copy.md,copy,.md,2411,2018-05-01,c6334b7a23ecc6f9227b389e255d5c68c9872115,8c1da3cd490042d81be782b50dbd643e,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/emptyDir-sync.md,file,emptyDir-sync.md,emptyDir-sync,.md,393,2018-01-10,8c6ef80af2205799a0cdf8de2f166c6f3bc277e9,3596edd4b7a2612e61e7633c9155dada,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/emptyDir.md,file,emptyDir.md,emptyDir,.md,829,2018-01-10,8c9efdf6b4a5b9b54a8d09b0e2ed98dd18f18973,c205e7ce89abe2dea4a7e5002eeed851,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/ensureDir-sync.md,file,ensureDir-sync.md,ensureDir-sync,.md,394,2018-01-10,4dfde722cc8a37e4da5752ab2994ab14bcef138c,155c852760b16e5ce6c4fb65ea93536a,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/ensureDir.md,file,ensureDir.md,ensureDir,.md,791,2018-01-10,b8186a018849b42da551bc6a31f6ef157289a88e,5c2add3cc939b3e6be80150b4e05b715,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/ensureFile-sync.md,file,ensureFile-sync.md,ensureFile-sync,.md,480,2018-01-10,80144597f7b2031cf40df66df1f560c7d37754fa,d9b5ddd5efa4963fffaf0cb3d2e95c38,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/ensureFile.md,file,ensureFile.md,ensureFile,.md,869,2018-01-10,4629e32f12380d17ea67448f4ca92837bc4241d2,0b0b78785efe7b385c03bcfdf7ce99e0,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/ensureLink-sync.md,file,ensureLink-sync.md,ensureLink-sync,.md,428,2018-01-10,eb557b6b2f97343a63582161272350784ac951f3,825f25d86978856940931600a4238e6c,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/ensureLink.md,file,ensureLink.md,ensureLink,.md,861,2018-01-10,b1ef0c90c2a2322d3e303e85048b3b2098bd3297,49afa4f8673021168750b6707b0ae6ee,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/ensureSymlink-sync.md,file,ensureSymlink-sync.md,ensureSymlink-sync,.md,468,2018-01-10,7092831d357c2fb559f66853d0dfb11d9b7cc2a4,20184068651dd010211d0c3a4c4f1d9d,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/ensureSymlink.md,file,ensureSymlink.md,ensureSymlink,.md,905,2018-01-10,15a5cd2e5f488ade7605caa8346cb28ed503506b,8d20e8faccafc37a60b9c54bef9fa555,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/fs-read-write.md,file,fs-read-write.md,fs-read-write,.md,1379,2018-01-10,f319bced2f993932cf4b108162ac93cb45f5f9f3,d1e3f36b376606f2d29c088a8c75bbb0,text/plain,"ASCII text, with very long lines",,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/move-sync.md,file,move-sync.md,move-sync,.md,511,2018-01-10,8ffc2c9e9d2c36cf28f78b1731e867d3350b7087,bc509220f4ce344d900ea1b9136ebfc5,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/move.md,file,move.md,move,.md,1095,2018-01-10,ed2eabcb9f61f0f4524095be8fab03549318b444,609e77f33c4da2193c6e51d852ae4a1c,text/plain,ASCII text,,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/outputFile-sync.md,file,outputFile-sync.md,outputFile-sync,.md,729,2018-01-10,1a95a772c1905a6defa819fe02346512d799b723,fe1c4986c2f21a8900eece0bbec3595d,text/plain,"ASCII text, with very long lines",,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fs-extra-7.0.0.tgz-extract/package/docs/outputFile.md,file,outputFile.md,outputFile,.md,1288,2018-01-10,6eebfe333329e8bb36fd4dc90b2a7c41599b8f8e,4058dca28beae71ee4e51c9d01558504,text/plain,"ASCII text, with very long lines",,False,True,False,False,False,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
